cont,providername,providerid,region,period,usagecategory,product,productdetail,cost,tag:user:name
2690,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Internet (Out),EC2: All,Data Transfer,2.11E-05,prod-valet
2691,cropwise-databus-prod,5.69741E+11,us-east-2,202211,NatGateway,EC2: All,Data Transfer,239.1606802,prod-ingestor
2692,cropwise-databus-prod,5.69741E+11,us-east-1,202211,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2693,cropwise-databus-prod,5.69741E+11,us-east-2,202210,ApiGatewayRequest,API Gateway,API Gateway,1.017065,prod-valet
2694,cropwise-databus-prod,5.69741E+11,us-east-2,202205,WarmStorage-ByteHrs-EFS,AWS Backup,AWS Backup,8.322291819,prod-ingestor
2695,cropwise-databus-prod,5.69741E+11,us-east-2,202209,DataProcessing-Bytes,CloudWatch,CloudWatch,3.976759758,prod-ingestor-john-deere
2696,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (Out),API Gateway,Data Transfer,43.08574424,prod-valet
2697,cropwise-databus-prod,5.69741E+11,us-east-2,202206,us-east-2-KMS-Keys,Key Management,Key Management,0.998611119,prod-valet
2698,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Requests,Lambda: All,Lambda: All,0.063573,prod-ingestor-cropwise
2699,cropwise-databus-prod,5.69741E+11,eu-west-3,202209,InsightsEvents,CloudTrail,CloudTrail,0.002898,
2700,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202205,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2701,cropwise-databus-prod,5.69741E+11,us-east-2,202201,PaidEventsAnalyzed,Guard Duty,Guard Duty,1.142528,
2702,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Compute,Lambda: All,Lambda: All,992.0424113,prod-valet-analytics
2703,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202212,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2704,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.165625746,prod-valet-analytics
2705,cropwise-databus-prod,5.69741E+11,us-west-2,202209,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2706,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,0.298273619,prod-valet
2707,cropwise-databus-prod,5.69741E+11,us-east-2,202210,TimedStorage-ByteHrs,CloudWatch,CloudWatch,1.64E-06,prod-scheduled-tasks
2708,cropwise-databus-prod,5.69741E+11,us-east-2,202207,DataProcessing-Bytes,CloudWatch,CloudWatch,0.035615649,prod-ingestor-cnh
2709,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Data Transfer - Internet (In),Elastic Search,Data Transfer,0,prod-valet
2710,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests-Tier1,SNS: Notifications,SNS: Notifications,1.0969015,prod-valet-observations
2711,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (Out),EC2: All,Data Transfer,4.01E-05,prod-valet
2712,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Requests,Lambda: All,Lambda: All,0.003915,prod-ingestor-cnh
2713,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,32.99955237,prod-valet-analytics
2714,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202209,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2715,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,2.52851632,prod-valet
2716,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (Out),Lambda: All,Data Transfer,0.041005106,
2717,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Internet (In),EC2: All,Data Transfer,0,prod-ingestor
2718,cropwise-databus-prod,5.69741E+11,us-east-2,202202,DataProcessing-Bytes,CloudWatch,CloudWatch,0.015497136,prod-ingestor-cnh
2719,cropwise-databus-prod,5.69741E+11,ap-south-1,202207,PaidEventsRecorded,CloudTrail,CloudTrail,0.01396,
2720,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Storage,Elastic File System,Elastic File System,63.36044051,prod-ingestor
2721,cropwise-databus-prod,5.69741E+11,us-west-2,202203,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2722,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Write Capacity Units,DynamoDB,DynamoDB,61.33527375,prod-valet
2723,cropwise-databus-prod,5.69741E+11,ap-south-1,202208,InsightsEvents,CloudTrail,CloudTrail,0.00287,
2724,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,1.062441002,prod-valet
2725,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202210,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2726,cropwise-databus-prod,5.69741E+11,us-east-2,202212,TimedStorage-ByteHrs,CloudWatch,CloudWatch,20.68217269,
2727,cropwise-databus-prod,5.69741E+11,us-east-1,202305,Requests,S3,S3,1.36E-05,prod-scheduled-tasks
2728,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Internet (Out),S3,Data Transfer,2.206149532,prod-cropwise-observations
2729,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - CloudFront - In,Lambda: All,Data Transfer,0,
2730,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),S3,Data Transfer,0.001626604,
2731,cropwise-databus-prod,5.69741E+11,us-east-2,202304,TimedStorage-ByteHrs,CloudWatch,CloudWatch,1.98E-07,prod-valet-cost-metering
2732,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Internet (In),EC2: All,Data Transfer,0,prod-valet-analytics
2733,cropwise-databus-prod,5.69741E+11,us-east-2,202302,ApiGatewayRequest,API Gateway,API Gateway,2.653525,prod-valet-analytics
2734,cropwise-databus-prod,5.69741E+11,us-east-2,202203,DataProcessing-Bytes,CloudWatch,CloudWatch,4.902951807,prod-ingestor-john-deere
2735,cropwise-databus-prod,5.69741E+11,us-east-2,202303,DataProcessing-Bytes,CloudWatch,CloudWatch,0.028935355,prod-ingestor-cnh
2736,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Requests,S3,S3,0.000359,prod-ingestor-veris
2737,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202207,InsightsEvents,CloudTrail,CloudTrail,0.0024745,
2738,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),Lambda: All,Data Transfer,0.006865593,
2739,cropwise-databus-prod,5.69741E+11,us-east-2,202207,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.001899366,prod-ingestor-cropwise
2740,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202208,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2741,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Storage,S3,S3,2.067948456,prod-ingestor-pessl
2742,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Requests,S3,S3,3.2070586,prod-valet
2743,cropwise-databus-prod,5.69741E+11,us-east-2,202210,PaidEventsRecorded,CloudTrail,CloudTrail,4.80844,
2744,cropwise-databus-prod,5.69741E+11,us-east-2,202210,TimedStorage-ByteHrs,CloudWatch,CloudWatch,20.26902374,
2745,cropwise-databus-prod,5.69741E+11,ca-central-1,202208,PaidEventsRecorded,CloudTrail,CloudTrail,0.0165,
2746,cropwise-databus-prod,5.69741E+11,us-east-1,202208,Requests,S3,S3,4.16E-05,prod-ingestor
2747,cropwise-databus-prod,5.69741E+11,us-west-2,202206,InsightsEvents,CloudTrail,CloudTrail,0.002842,
2748,cropwise-databus-prod,5.69741E+11,us-east-2,202304,DeliveryAttempts-SQS,SNS: Notifications,SNS: Notifications,0,prod-scheduled-tasks
2749,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (In),Elastic Search,Data Transfer,0,prod-valet
2750,cropwise-databus-prod,5.69741E+11,us-east-2,202301,DataProcessing-Bytes,CloudWatch,CloudWatch,5.948226052,prod-ingestor-john-deere
2751,cropwise-databus-prod,5.69741E+11,us-east-2,202212,TimedStorage-ByteHrs,CloudWatch,CloudWatch,1.29E-06,prod-ingestor
2752,cropwise-databus-prod,5.69741E+11,eu-west-1,202205,PaidEventsRecorded,CloudTrail,CloudTrail,0.01518,
2753,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Data Transfer - Region to Region (Out),S3,Data Transfer,7.54E-08,prod-ingestor-sencrop
2754,cropwise-databus-prod,5.69741E+11,us-east-1,202206,Data Transfer - Region to Region (Out),S3,Data Transfer,3.83E-05,prod-ingestor
2755,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (In),S3,Data Transfer,0,prod-ingestor
2756,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),S3,Data Transfer,6.95E-08,prod-infra-efs
2757,cropwise-databus-prod,5.69741E+11,us-west-2,202301,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2758,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Region to Region (Out),S3,Data Transfer,5.96E-08,prod-infra-efs
2759,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests,S3,S3,0.0994568,prod-scheduled-tasks
2760,cropwise-databus-prod,5.69741E+11,us-east-2,202203,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.000280599,prod-valet-observations
2761,cropwise-databus-prod,5.69741E+11,us-west-2,202209,PaidEventsRecorded,CloudTrail,CloudTrail,0.01646,
2762,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Storage,S3,S3,0.001815775,prod-infra-efs
2763,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202205,PaidEventsRecorded,CloudTrail,CloudTrail,0.0049,
2764,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Region to Region (Out),S3,Data Transfer,0.023375612,prod-ingestor
2765,cropwise-databus-prod,5.69741E+11,eu-west-2,202210,PaidEventsRecorded,CloudTrail,CloudTrail,0.00324,
2766,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202205,PaidEventsRecorded,CloudTrail,CloudTrail,0.01338,
2767,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),S3,Data Transfer,6.31E-08,prod-ingestor-arable
2768,cropwise-databus-prod,5.69741E+11,us-east-1,202209,Requests,S3,S3,9.20E-06,prod-ingestor-veris
2769,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Internet (Out),S3,Data Transfer,10.25903553,prod-ingestor
2770,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202210,PaidEventsRecorded,CloudTrail,CloudTrail,0.00126,
2771,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Region to Region (In),RDS: All,Data Transfer,0,
2772,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - CloudFront - Out,S3,Data Transfer,0,
2773,cropwise-databus-prod,5.69741E+11,us-east-2,202209,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.000399645,prod-ingestor
2774,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Requests,S3,S3,1.28E-05,prod-ingestor-groguru
2775,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Region to Region (Out),S3,Data Transfer,6.02E-08,prod-ingestor-sencrop
2776,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Requests,S3,S3,3.60E-05,prod-ingestor-groguru
2777,cropwise-databus-prod,5.69741E+11,us-east-1,202303,Requests,S3,S3,1.08E-05,prod-ingestor-sencrop
2778,cropwise-databus-prod,5.69741E+11,us-east-2,202304,TimedStorage-ByteHrs,CloudWatch,CloudWatch,2.08E-07,prod-ingestor-agfiniti
2779,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202203,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2780,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests-Tier1,SQS: Messaging,SQS: Messaging,1.1314712,prod-ingestor-john-deere
2781,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Region to Region (Out),S3,Data Transfer,9.33E-05,
2782,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-ingestor
2783,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.6516708,prod-ingestor-groguru
2784,cropwise-databus-prod,5.69741E+11,us-east-2,202306,WarmStorage-ByteHrs-EFS,AWS Backup,AWS Backup,77.71602259,prod-ingestor
2785,cropwise-databus-prod,5.69741E+11,us-east-1,202306,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2786,cropwise-databus-prod,5.69741E+11,us-east-2,202306,ElasticIP:IdleAddress,EC2: All,EC2: Elastic IPs,7.095,
2787,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),EC2: All,Data Transfer,0.008342815,prod-valet-analytics
2788,cropwise-databus-prod,5.69741E+11,us-east-1,202306,PaidEventsRecorded,CloudTrail,CloudTrail,0.69542,
2789,cropwise-databus-prod,5.69741E+11,eu-west-3,202306,CW:Requests,CloudWatch,CloudWatch,0.01419,
2790,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),S3,Data Transfer,8.012599835,prod-cropwise-observations
2791,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Inventory-ObjectsListed,S3,S3,1.689566538,prod-ingestor
2792,cropwise-databus-prod,5.69741E+11,us-east-1,202306,Data Transfer - Region to Region (Out),S3,Data Transfer,0.001086826,prod-ingestor-pessl
2793,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - Internet (Out),S3,Data Transfer,0.001315093,prod-ingestor-trapview
2794,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Requests-Tier1,Taxes,Taxes,0,
2795,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Requests-Tier1,SNS: Notifications,SNS: Notifications,4.00E-05,prod-valet
2796,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Storage,S3,S3,1.651829312,prod-ingestor-arable
2797,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202201,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2798,cropwise-databus-prod,5.69741E+11,ca-central-1,202212,CW:Requests,CloudWatch,CloudWatch,0,
2799,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Compute,Lambda: All,Lambda: All,1.139218698,prod-ingestor
2800,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Internet (Out),S3,Data Transfer,22.84819442,prod-ingestor
2801,cropwise-databus-prod,5.69741E+11,us-east-1,202203,Requests,S3,S3,1.08E-05,prod-ingestor-arable
2802,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Requests,Lambda: All,Lambda: All,1.68E-05,prod-ingestor-agfiniti
2803,cropwise-databus-prod,5.69741E+11,us-east-2,202212,RDS:GP2-Storage,RDS: All,RDS: Storage,0.465573105,
2804,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
2805,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202202,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
2806,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202201,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2807,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Region to Region (Out),S3,Data Transfer,5.67E-08,prod-ingestor-arable
2808,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),S3,Data Transfer,6.02E-08,prod-valet-observations
2809,cropwise-databus-prod,5.69741E+11,Canada,202303,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
2810,cropwise-databus-prod,5.69741E+11,us-east-2,202208,DataProcessing-Bytes,CloudWatch,CloudWatch,0.001149897,prod-ingestor
2811,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202207,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
2812,cropwise-databus-prod,5.69741E+11,eu-west-1,202207,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
2813,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TimedStorage-ByteHrs,CloudWatch,CloudWatch,8.45E-07,prod-ingestor-agfiniti
2814,cropwise-databus-prod,5.69741E+11,us-east-2,202302,ApiGatewayRequest,API Gateway,API Gateway,6.65E-05,prod-isoxml-prescription-converter
2815,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Requests-Tier1,Taxes,Taxes,0,
2816,cropwise-databus-prod,5.69741E+11,us-west-2,202304,Data Transfer - Internet (In),CloudWatch Events,Data Transfer,0,
2817,cropwise-databus-prod,5.69741E+11,eu-west-1,202201,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2818,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Region to Region (In),RDS: All,Data Transfer,0,
2819,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (In),S3,Data Transfer,0,prod-valet
2820,cropwise-databus-prod,5.69741E+11,us-west-2,202209,PaidEventsRecorded,Taxes,Taxes,0,
2821,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Lambda-GB-Second-ARM,Taxes,Taxes,0,
2822,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer,Taxes,Taxes,0,
2823,cropwise-databus-prod,5.69741E+11,ap-northeast-3,202209,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
2824,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer,Taxes,Taxes,0,
2825,cropwise-databus-prod,5.69741E+11,us-east-2,202303,AWSSecretsManager-Secrets,Taxes,Taxes,0,
2826,cropwise-databus-prod,5.69741E+11,us-east-2,202306,VendedLog-Bytes,Taxes,Taxes,0,
2827,cropwise-databus-prod,5.69741E+11,us-east-2,202202,StateTransition,Step Functions,Step Functions,0.00025,prod-valet-observations
2828,cropwise-databus-prod,5.69741E+11,ap-south-1,202209,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
2829,cropwise-databus-prod,5.69741E+11,us-east-1,202204,Requests,S3,S3,1.14E-05,prod-ingestor-sencrop
2830,cropwise-databus-prod,5.69741E+11,us-east-2,202305,TagStorage-TagHrs,Taxes,Taxes,0,
2831,cropwise-databus-prod,5.69741E+11,us-east-1,202306,us-east-2-KMS-Keys,Taxes,Taxes,0,
2832,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-valet-analytics
2833,cropwise-databus-prod,5.69741E+11,eu-central-1,202304,InsightsEvents,CloudTrail,CloudTrail,3.50E-06,
2834,cropwise-databus-prod,5.69741E+11,us-east-2,202303,DataProcessing-Bytes,Taxes,Taxes,0,
2835,cropwise-databus-prod,5.69741E+11,us-east-2,202302,ApiGatewayRequest,API Gateway,API Gateway,1.40E-05,prod-api-auth
2836,cropwise-databus-prod,5.69741E+11,ap-south-1,202301,CW:Requests,CloudWatch,CloudWatch,0,
2837,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-valet-analytics
2838,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Kafka.Storage.GP2,Taxes,Taxes,0,
2839,cropwise-databus-prod,5.69741E+11,us-east-2,202212,IADataAccess-Bytes,Taxes,Taxes,0,
2840,cropwise-databus-prod,5.69741E+11,us-east-2,202204,DataScanned-Bytes,CloudWatch,CloudWatch,9.77E-05,prod-ingestor-arable
2841,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests-SIA-Tier2,Taxes,Taxes,0,
2842,cropwise-databus-prod,5.69741E+11,us-east-2,202306,InsightsEvents,Taxes,Taxes,0,
2843,cropwise-databus-prod,5.69741E+11,us-east-2,202211,ElasticIP:IdleAddress,Taxes,Taxes,0,
2844,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Lambda-GB-Second,Taxes,Taxes,0,
2845,cropwise-databus-prod,5.69741E+11,Canada,202202,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
2846,cropwise-databus-prod,5.69741E+11,us-east-2,202211,CW:GMD-Metrics,Taxes,Taxes,0,
2847,cropwise-databus-prod,5.69741E+11,us-east-2,202306,PaidEventsAnalyzed,Taxes,Taxes,0,
2848,cropwise-databus-prod,5.69741E+11,us-east-2,202304,PaidEventsAnalyzed,Taxes,Taxes,0,
2849,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Write Capacity Units,DynamoDB,DynamoDB,2.00E-05,prod-valet-cost-metering
2850,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Storage,DynamoDB,DynamoDB,0.354806993,prod-valet
2851,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests-Tier1,SQS: Messaging,SQS: Messaging,1.253002,prod-ingestor-veris
2852,cropwise-databus-prod,5.69741E+11,ap-south-1,202302,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2853,cropwise-databus-prod,5.69741E+11,us-east-2,202305,CW:MetricMonitorUsage,CloudWatch,CloudWatch,28.52258066,
2854,cropwise-databus-prod,5.69741E+11,eu-central-1,202305,Data Transfer - Internet (In),Step Functions,Data Transfer,0,
2855,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - Internet (Out),Lambda: All,Data Transfer,0.035091001,
2856,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Storage,DynamoDB,DynamoDB,695.1282055,prod-valet-observations
2857,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Compute,Lambda: All,Lambda: All,0.103273699,prod-ingestor-clearag
2858,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region,Elastic Search,Data Transfer,0.056402603,prod-valet
2859,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - Internet (Out),EC2: All,Data Transfer,0.004940717,prod-ingestor
2860,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Storage,DynamoDB,DynamoDB,5.90E-05,prod-api-auth
2861,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,4.905490965,prod-cropwise-observations-cfstack
2862,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests,Lambda: All,Lambda: All,0.248263,prod-valet
2863,cropwise-databus-prod,5.69741E+11,us-east-2,202304,DataProcessing-Bytes,CloudWatch,CloudWatch,2.293686346,prod-ingestor-trapview
2864,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - Internet (Out),EC2: All,Data Transfer,0.004846845,prod-cropwise-observations-cfstack
2865,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - Internet (Out),API Gateway,Data Transfer,0.024878928,prod-valet-analytics
2866,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Write Capacity Units,DynamoDB,DynamoDB,0.09624099,prod-ingestor-trapview
2867,cropwise-databus-prod,5.69741E+11,us-east-2,202305,ApiGatewayRequest,API Gateway,API Gateway,4.6364955,
2868,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Compute,Lambda: All,Lambda Savings Plan Applied,0.195282603,prod-ingestor-arable
2869,cropwise-databus-prod,5.69741E+11,us-east-2,202305,PaidEventsAnalyzed-Bytes,Guard Duty,Guard Duty,1.811901334,
2870,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-ingestor
2871,cropwise-databus-prod,5.69741E+11,us-east-1,202305,Data Transfer - Internet (Out),Step Functions,Data Transfer,6.03E-07,
2872,cropwise-databus-prod,5.69741E+11,eu-west-3,202305,CW:Requests,CloudWatch,CloudWatch,0.01476,
2873,cropwise-databus-prod,5.69741E+11,us-east-1,202305,Requests,S3,S3,4.16E-05,prod-ingestor
2874,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Requests-Tier1,SQS: Messaging,SQS: Messaging,3.1807616,prod-ingestor-john-deere
2875,cropwise-databus-prod,5.69741E+11,us-east-2,202302,ApiGatewayRequest,API Gateway,API Gateway,0.369866,prod-valet-observations
2876,cropwise-databus-prod,5.69741E+11,us-east-2,202301,WarmStorage-ByteHrs-EFS,AWS Backup,AWS Backup,80.71649315,prod-ingestor
2877,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests-Tier1,SQS: Messaging,SQS: Messaging,2.4066884,prod-ingestor-pessl
2878,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests-Tier1,SQS: Messaging,SQS: Messaging,4.0020648,prod-ingestor-trapview
2879,cropwise-databus-prod,5.69741E+11,us-east-2,202206,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,76.95503608,prod-valet-observations
2880,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Requests-Tier1,SQS: Messaging,SQS: Messaging,2.3566968,prod-valet
2881,cropwise-databus-prod,5.69741E+11,us-east-2,202303,DataProcessing-Bytes,CloudWatch,CloudWatch,1.286139634,prod-cropwise-observations-v2
2882,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Requests,Lambda: All,Lambda: All,0.2605602,prod-ingestor-john-deere
2883,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.9356156,prod-ingestor-cnh
2884,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests,S3,S3,2.1714708,prod-cropwise-observations
2885,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Requests-Tier1,SQS: Messaging,SQS: Messaging,2.6793188,prod-ingestor-sencrop
2886,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Requests-Tier1,SQS: Messaging,SQS: Messaging,2.255128,prod-ingestor-john-deere
2887,cropwise-databus-prod,5.69741E+11,us-east-1,202303,Requests,S3,S3,0.0007006,
2888,cropwise-databus-prod,5.69741E+11,us-east-2,202303,NatGateway,EC2: All,Data Transfer,7.688518749,prod-valet
2889,cropwise-databus-prod,5.69741E+11,us-east-2,202209,WarmStorage-ByteHrs-EFS,AWS Backup,AWS Backup,56.16799749,prod-ingestor
2890,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Internet (In),EC2: All,Data Transfer,0,prod-ingestor
2891,cropwise-databus-prod,5.69741E+11,us-east-2,202204,ES:GP2-Storage,Elastic Search,Elastic Search,67.5,prod-valet
2892,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Requests-Tier1,SQS: Messaging,SQS: Messaging,2.095728,prod-ingestor-cropwise
2893,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Region to Region (In),Elastic Search,Data Transfer,0,prod-valet
2894,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Region to Region,Elastic Search,Data Transfer,0.117879969,prod-valet
2895,cropwise-databus-prod,5.69741E+11,us-east-2,202210,DataProcessing-Bytes,CloudWatch,CloudWatch,4.658353879,prod-ingestor-pessl
2896,cropwise-databus-prod,5.69741E+11,us-east-2,202211,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,3.73E-06,prod-api-auth
2897,cropwise-databus-prod,5.69741E+11,ca-central-1,202211,FreeEventsRecorded,CloudTrail,CloudTrail,0,
2898,cropwise-databus-prod,5.69741E+11,us-east-2,202206,ApiGatewayRequest,API Gateway,API Gateway,0.7383355,prod-valet-observations
2899,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Lambda-Provisioned-Concurrency,Lambda: All,Lambda: All,426.0659085,prod-valet-observations
